2016-02-07 15:20:24 ERROR StartServer:27 - No System Console; use IDE Console
2016-02-07 15:20:31 INFO  StartServer:43 - Starting server ...
2016-02-07 15:20:32 INFO  StartServer:42 - Server: 0.0.0.0/0.0.0.0: 10000: port started
2016-02-07 15:20:47 INFO  ServerThread:49 - SENT Message to Client [127.0.0.1:64098] : CONNECTION ACCEPTED
2016-02-07 15:20:47 INFO  ServerThread:49 - SENT Message to Client [127.0.0.1:64098] : ---WELCOME TO THE GAME ENGINE---
2016-02-07 15:20:47 INFO  ServerThread:49 - SENT Message to Client [127.0.0.1:64098] : Please enter your name: 
2016-02-07 15:20:47 INFO  StartServer:133 - Client:/127.0.0.1:64098: port connected
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:53 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:54 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
2016-02-07 15:20:54 INFO  ServerThread:67 - RECEIVED Message from Client [127.0.0.1:64098] : null
